index,Region_Code,Cost_Call,Total_Charge,Total_Minutes,Total_Calls,Min_Call
1254,3,5.04,64.68,685.2,326,2.1
1255,4,5.59,51.2,614.1,286,2.15
1256,5,5.12,54.91,573.3,281,2.04
1257,2,5.67,58.19,519.7,330,1.57
1258,4,3.92,68.17,698.8,267,2.62
1259,4,5.52,56.9,570.6,314,1.82
1260,7,7.73,45.17,361.5,349,1.04
1261,5,5.83,55.9,589.9,326,1.81
1262,6,6.05,58.2,516.6,352,1.47
1263,4,4.54,57.07,487.0,259,1.88
1264,5,5.43,48.96,482.7,266,1.81
1265,2,4.63,74.01,679.9,343,1.98
1266,3,6.07,49.9,486.2,303,1.6
1267,3,4.82,61.67,655.0,297,2.21
1268,4,4.74,67.56,627.3,320,1.96
1269,5,6.64,49.24,491.5,327,1.5
1270,2,4.64,63.08,646.7,293,2.21
1271,3,4.2,77.11,780.5,324,2.41
1272,3,4.72,60.22,617.2,284,2.17
1273,2,6.26,45.39,517.4,284,1.82
1274,5,5.73,56.87,539.0,326,1.65
1275,2,6.03,47.93,603.9,289,2.09
1276,3,4.59,78.88,768.1,362,2.12
1277,5,4.77,65.37,643.3,312,2.06
1278,4,3.65,75.14,694.1,274,2.53
1279,3,4.1,56.54,636.8,232,2.74
1280,5,5.38,52.38,596.6,282,2.12
1281,3,6.93,53.28,537.8,369,1.46
1282,4,4.2,73.04,743.5,307,2.42
1283,2,6.29,42.64,374.4,268,1.4
1284,1,3.82,77.48,723.6,296,2.44
1285,5,4.64,66.65,624.1,309,2.02
1286,3,6.46,47.2,516.3,305,1.69
1287,3,5.44,54.04,495.5,294,1.69
1288,4,5.23,66.6,587.6,348,1.69
1289,1,5.6,51.43,604.0,288,2.1
1290,1,4.71,70.45,639.0,332,1.92
1291,5,5.23,59.13,674.1,309,2.18
1292,4,4.29,67.9,609.7,291,2.1
1293,2,5.13,65.25,617.0,335,1.84
1294,1,6.61,47.95,543.4,317,1.71
1295,5,4.92,58.54,549.6,288,1.91
1296,4,5.67,68.99,686.9,391,1.76
1297,7,5.29,63.74,651.5,337,1.93
1298,6,4.28,73.89,712.4,316,2.25
1299,2,4.04,75.94,693.1,307,2.26
1300,3,4.59,60.97,595.1,280,2.13
1301,4,6.42,43.31,484.1,278,1.74
1302,1,4.0,74.25,646.1,297,2.18
1303,5,5.21,64.49,615.6,336,1.83
1304,2,6.79,44.78,545.8,304,1.8
1305,5,5.41,54.2,537.0,293,1.83
1306,6,4.6,62.2,640.0,286,2.24
1307,3,6.37,58.67,544.8,374,1.46
1308,5,5.93,58.01,561.0,344,1.63
1309,4,5.83,58.1,607.4,339,1.79
1310,1,8.39,39.57,457.5,332,1.38
1311,3,4.67,61.73,623.1,288,2.16
1312,5,5.4,57.02,617.1,308,2.0
1313,4,5.38,59.88,482.7,322,1.5
1314,1,5.67,52.22,468.1,296,1.58
1315,4,4.8,60.02,498.2,288,1.73
1316,2,4.25,61.01,612.9,259,2.37
1317,3,5.23,70.38,827.7,368,2.25
1318,1,5.15,60.24,535.7,310,1.73
1319,3,4.17,68.1,636.8,284,2.24
1320,5,5.86,58.86,544.6,345,1.58
1321,3,4.21,62.41,596.3,263,2.27
1322,5,5.51,45.4,472.7,250,1.89
1323,4,5.49,65.01,648.2,357,1.82
1324,5,5.88,55.12,568.8,324,1.76
1325,5,5.07,54.62,573.3,277,2.07
1326,5,4.88,67.18,669.5,328,2.04
1327,2,7.69,40.97,460.4,315,1.46
1328,5,5.53,64.18,652.2,355,1.84
1329,6,5.45,50.12,551.0,273,2.02
1330,2,5.28,57.17,564.0,302,1.87
1331,6,4.47,64.89,618.4,290,2.13
1332,2,4.47,65.7,609.6,294,2.07
1333,2,5.28,65.77,645.0,347,1.86
1334,3,3.79,79.76,690.8,302,2.29
1335,2,5.94,58.08,504.0,345,1.46
1336,5,3.59,72.34,662.9,260,2.55
1337,2,5.02,66.49,642.8,334,1.92
1338,6,5.73,57.38,592.4,329,1.8
1339,1,5.82,52.44,512.0,305,1.68
1340,7,4.77,60.55,614.1,289,2.12
1341,3,4.42,71.06,714.1,314,2.27
1342,7,5.14,54.43,535.4,280,1.91
1343,5,3.74,60.73,508.9,227,2.24
1344,4,4.02,74.9,692.6,301,2.3
1345,3,9.55,22.93,333.5,219,1.52
1346,4,4.88,49.77,514.1,243,2.12
1347,5,5.08,67.67,657.0,344,1.91
1348,4,4.77,58.87,640.5,281,2.28
1349,5,6.37,49.31,530.0,314,1.69
1350,1,4.57,82.58,762.1,377,2.02
1351,5,7.16,42.58,491.5,305,1.61
1352,1,7.2,46.24,531.9,333,1.6
1353,4,6.12,52.11,592.6,319,1.86
1354,3,5.21,54.86,546.7,286,1.91
1355,6,3.9,84.3,750.7,329,2.28
1356,3,5.89,53.82,579.8,317,1.83
1357,6,4.7,55.05,540.3,259,2.09
1358,3,4.61,70.11,679.9,323,2.1
1359,4,3.98,71.04,726.0,283,2.57
1360,7,7.87,41.29,396.9,325,1.22
1361,2,3.58,69.79,703.8,250,2.82
1362,5,8.04,38.18,370.2,307,1.21
1363,6,6.74,51.96,613.6,350,1.75
1364,4,3.86,78.82,779.6,304,2.56
1365,2,4.83,61.66,600.6,298,2.02
1366,4,6.54,43.91,506.2,287,1.76
1367,5,5.03,66.61,609.6,335,1.82
1368,4,4.75,61.48,558.7,292,1.91
1369,3,5.6,60.02,537.1,336,1.6
1370,4,6.88,58.0,612.9,399,1.54
1371,3,5.08,61.62,628.9,313,2.01
1372,4,5.8,44.69,495.7,259,1.91
1373,5,6.78,46.01,518.7,312,1.66
1374,3,5.58,58.76,594.6,328,1.81
1375,4,4.91,70.49,747.3,346,2.16
1376,3,4.9,76.3,777.1,374,2.08
1377,4,7.47,48.06,502.7,359,1.4
1378,3,5.21,58.53,617.4,305,2.02
1379,3,5.45,65.86,645.3,359,1.8
1380,3,7.96,43.35,469.4,345,1.36
1381,4,5.18,60.22,619.2,312,1.98
1382,5,4.37,75.07,709.8,328,2.16
1383,4,5.86,53.89,541.8,316,1.71
1384,4,8.73,35.38,447.5,309,1.45
1385,6,7.81,45.58,546.5,356,1.54
1386,3,6.85,51.54,497.3,353,1.41
1387,4,5.69,49.37,580.7,281,2.07
1388,3,5.53,58.63,567.2,324,1.75
1389,3,3.61,65.01,627.0,235,2.67
1390,4,8.32,37.88,360.3,315,1.14
1391,3,6.59,55.88,588.6,368,1.6
1392,6,3.94,74.36,696.0,293,2.38
1393,5,4.69,71.23,650.0,334,1.95
1394,7,4.14,71.44,652.2,296,2.2
1395,2,5.56,53.99,508.8,300,1.7
1396,5,5.73,57.8,559.0,331,1.69
1397,4,8.43,25.87,368.1,218,1.69
1398,6,5.22,52.08,592.9,272,2.18
1399,6,5.4,60.0,614.4,324,1.9
1400,5,5.92,47.14,505.3,279,1.81
1401,3,4.7,59.79,582.7,281,2.07
1402,3,4.01,66.77,680.4,268,2.54
1403,5,5.69,50.13,486.2,285,1.71
1404,2,6.16,43.04,480.1,265,1.81
1405,2,7.07,44.7,473.3,316,1.5
1406,3,6.11,57.28,640.0,350,1.83
1407,5,6.01,49.28,579.8,296,1.96
1408,6,5.61,53.31,491.6,299,1.64
1409,4,4.93,64.34,672.4,317,2.12
1410,4,4.42,60.6,646.8,268,2.41
1411,5,5.45,54.31,534.6,296,1.81
1412,2,4.79,54.94,589.1,263,2.24
1413,3,4.48,60.1,634.4,269,2.36
1414,5,5.76,57.99,595.4,334,1.78
1415,5,5.62,53.17,559.0,299,1.87
1416,2,4.87,66.15,674.9,322,2.1
1417,7,6.6,40.0,435.0,264,1.65
1418,3,4.62,63.36,563.8,293,1.92
1419,6,7.82,39.92,434.6,312,1.39
1420,3,4.88,54.49,553.7,266,2.08
1421,3,3.96,75.69,702.3,300,2.34
1422,2,3.79,59.36,649.0,225,2.88
1423,2,9.68,39.55,418.6,383,1.09
1424,1,5.5,55.05,600.5,303,1.98
1425,6,7.0,51.29,578.4,359,1.61
1426,5,5.72,53.49,627.9,306,2.05
1427,4,4.5,66.5,580.5,299,1.94
1428,5,5.09,66.15,599.6,337,1.78
1429,5,4.63,64.76,646.4,300,2.15
1430,5,3.87,68.78,697.2,266,2.62
1431,4,5.19,66.03,629.9,343,1.84
1432,5,5.32,54.93,576.3,292,1.97
1433,3,4.35,64.43,586.3,280,2.09
1434,2,7.09,51.51,548.6,365,1.5
1435,3,7.29,49.94,508.9,364,1.4
1436,3,4.5,67.37,605.5,303,2.0
1437,3,5.04,72.41,685.0,365,1.88
1438,3,5.06,68.78,679.0,348,1.95
1439,4,6.69,54.72,577.3,366,1.58
1440,1,5.77,50.41,485.6,291,1.67
1441,5,4.54,76.0,715.3,345,2.07
1442,4,4.48,62.33,614.2,279,2.2
1443,3,5.06,59.53,541.7,301,1.8
1444,5,4.11,65.02,653.0,267,2.45
1445,2,4.36,72.02,781.2,314,2.49
1446,5,5.24,44.68,443.8,234,1.9
1447,5,6.12,56.37,574.7,345,1.67
1448,5,5.18,65.42,596.7,339,1.76
1449,2,3.29,72.87,686.9,240,2.86
1450,2,6.4,46.84,472.6,300,1.58
1451,3,5.4,64.1,600.5,346,1.74
1452,5,6.27,52.17,560.9,327,1.72
1453,2,5.44,62.3,582.7,339,1.72
1454,2,4.68,61.27,621.6,287,2.17
1455,3,4.28,60.27,706.8,258,2.74
1456,4,7.43,43.36,478.0,322,1.48
1457,7,7.34,46.02,515.0,338,1.52
1458,5,5.44,54.19,593.9,295,2.01
1459,5,4.22,63.56,615.4,268,2.3
1460,2,5.65,57.7,546.2,326,1.68
1461,5,6.96,40.25,499.6,280,1.78
1462,2,5.98,57.53,499.0,344,1.45
1463,2,4.27,57.1,603.5,244,2.47
1464,5,4.43,64.07,658.0,284,2.32
1465,2,6.97,44.07,460.3,307,1.5
1466,2,7.62,39.12,472.5,298,1.59
1467,5,4.49,63.43,630.2,285,2.21
1468,3,7.38,47.44,522.9,350,1.49
1469,4,4.35,62.94,570.9,274,2.08
1470,5,5.44,53.71,466.2,292,1.6
1471,3,4.81,60.56,618.9,291,2.13
1472,5,3.5,79.54,714.1,278,2.57
1473,3,4.38,72.78,664.9,319,2.08
1474,4,5.09,48.13,535.4,245,2.19
1475,6,9.08,36.68,372.1,333,1.12
1476,4,4.22,61.19,616.1,258,2.39
1477,4,5.11,65.4,671.1,334,2.01
1478,7,4.4,71.54,659.2,315,2.09
1479,4,4.53,65.57,721.1,297,2.43
1480,3,6.69,43.48,497.4,291,1.71
1481,5,5.43,58.61,542.2,318,1.71
1482,1,5.16,61.38,552.4,317,1.74
1483,2,4.33,69.07,689.7,299,2.31
1484,5,6.09,52.54,570.2,320,1.78
1485,2,6.81,49.77,509.2,339,1.5
1486,4,4.9,55.72,621.3,273,2.28
1487,2,3.81,72.23,709.8,275,2.58
1488,5,4.47,64.59,615.8,289,2.13
1489,2,6.9,48.28,574.2,333,1.72
1490,5,4.03,69.95,711.1,282,2.52
1491,5,5.45,61.3,603.1,334,1.81
1492,4,4.07,72.68,687.1,296,2.32
1493,2,5.84,49.33,471.4,288,1.64
1494,3,5.01,63.41,618.5,318,1.94
1495,4,4.48,71.69,687.1,321,2.14
1496,5,5.71,54.45,619.2,311,1.99
1497,2,5.54,55.45,520.8,307,1.7
1498,4,4.81,64.09,674.0,308,2.19
1499,5,5.59,53.89,581.1,301,1.93
1500,2,4.7,63.18,622.7,297,2.1
1501,6,4.4,67.26,578.5,296,1.95
1502,5,4.69,64.67,617.4,303,2.04
1503,5,4.53,68.01,648.5,308,2.11
1504,3,6.51,59.79,663.0,389,1.7
1505,5,5.11,68.06,647.1,348,1.86
1506,5,3.76,71.24,679.3,268,2.53
1507,3,5.62,61.96,617.8,348,1.78
1508,3,4.6,62.38,685.8,287,2.39
1509,3,4.62,67.25,632.8,311,2.03
1510,4,3.76,72.33,666.0,272,2.45
1511,7,4.1,69.03,680.8,283,2.41
1512,3,5.19,56.79,490.8,295,1.66
1513,2,4.64,70.21,666.3,326,2.04
1514,4,5.44,60.66,662.0,330,2.01
1515,4,6.49,48.72,518.0,316,1.64
1516,2,4.38,71.29,716.6,312,2.3
1517,5,4.46,64.31,613.8,287,2.14
1518,1,5.72,53.18,557.2,304,1.83
1519,4,5.14,60.7,609.1,312,1.95
1520,5,6.25,55.86,567.6,349,1.63
1521,6,3.44,62.86,649.1,216,3.01
1522,3,5.66,55.17,600.9,312,1.93
1523,2,6.15,48.94,535.7,301,1.78
1524,1,7.01,45.1,399.9,316,1.27
1525,2,7.14,42.97,445.6,307,1.45
1526,6,5.33,66.01,604.0,352,1.72
1527,3,6.14,52.31,582.8,321,1.82
1528,3,5.04,62.52,597.9,315,1.9
1529,4,5.58,53.99,564.2,301,1.87
1530,3,4.47,77.16,756.9,345,2.19
1531,5,9.36,33.85,409.6,317,1.29
1532,1,5.65,50.84,503.8,287,1.76
1533,2,3.75,75.48,734.2,283,2.59
1534,1,4.11,74.89,736.5,308,2.39
1535,4,4.15,67.54,657.9,280,2.35
1536,5,7.32,40.32,489.0,295,1.66
1537,4,6.07,54.53,535.5,331,1.62
1538,5,10.25,30.83,364.6,316,1.15
1539,4,5.56,60.05,509.7,334,1.53
1540,7,7.29,42.11,452.9,307,1.48
1541,2,4.49,67.7,676.1,304,2.22
1542,7,4.77,71.47,709.0,341,2.08
1543,5,4.4,60.24,599.0,265,2.26
1544,5,5.12,53.75,518.6,275,1.89
1545,3,4.26,60.29,515.0,257,2.0
1546,3,6.18,49.48,499.7,306,1.63
1547,6,6.17,49.08,547.0,303,1.81
1548,5,4.54,71.1,622.6,323,1.93
1549,4,7.26,47.78,534.3,347,1.54
1550,5,8.85,35.71,396.0,316,1.25
1551,3,4.92,63.18,657.8,311,2.12
1552,3,5.36,51.88,490.6,278,1.76
1553,2,3.86,68.62,672.5,265,2.54
1554,2,4.15,65.24,606.8,271,2.24
1555,6,5.52,58.19,557.7,321,1.74
1556,5,5.68,65.62,694.9,373,1.86
1557,3,3.96,59.8,680.2,237,2.87
1558,5,5.33,53.27,611.4,284,2.15
1559,3,4.7,67.19,640.1,316,2.03
1560,5,5.34,57.15,575.9,305,1.89
1561,4,4.7,55.05,573.1,259,2.21
1562,1,5.33,56.29,540.7,300,1.8
1563,3,5.09,57.93,543.6,295,1.84
1564,4,5.52,46.22,582.1,255,2.28
1565,4,8.16,43.73,455.5,357,1.28
1566,5,3.61,69.01,653.1,249,2.62
1567,5,6.51,50.66,607.8,330,1.84
1568,3,5.46,53.68,594.7,293,2.03
1569,5,4.9,61.47,612.0,301,2.03
1570,3,5.09,58.95,620.8,300,2.07
1571,3,4.74,64.09,596.2,304,1.96
1572,4,4.71,57.07,614.5,269,2.28
1573,6,5.17,51.88,546.3,268,2.04
1574,3,3.91,69.81,664.7,273,2.43
1575,2,5.85,51.26,512.6,300,1.71
1576,4,5.25,48.17,506.4,253,2.0
1577,2,6.53,58.31,572.6,381,1.5
1578,7,5.34,52.6,528.1,281,1.88
1579,7,5.32,54.86,451.9,292,1.55
1580,3,4.01,79.3,744.0,318,2.34
1581,2,5.08,60.09,587.1,305,1.92
1582,1,5.65,50.45,551.0,285,1.93
1583,3,3.64,71.78,718.0,261,2.75
1584,2,6.09,54.81,573.2,334,1.72
1585,4,3.93,74.06,755.1,291,2.59
1586,4,5.94,38.9,451.4,231,1.95
1587,5,4.79,63.43,609.4,304,2.0
1588,5,5.25,60.62,608.3,318,1.91
1589,7,5.13,51.47,561.7,264,2.13
1590,5,4.8,66.4,619.5,319,1.94
1591,3,5.73,60.06,568.5,344,1.65
1592,4,6.87,47.18,493.1,324,1.52
1593,3,3.77,84.67,818.7,319,2.57
1594,4,6.34,42.57,441.0,270,1.63
1595,4,4.63,55.04,534.2,255,2.09
1596,5,5.04,63.28,592.1,319,1.86
1597,5,5.47,56.27,541.0,308,1.76
1598,3,6.32,45.27,386.8,286,1.35
1599,3,4.89,63.24,629.5,309,2.04
1600,3,5.88,59.0,652.2,347,1.88
1601,5,3.69,81.41,767.6,300,2.56
1602,4,5.28,69.7,639.2,368,1.74
1603,5,6.21,46.53,481.6,289,1.67
1604,4,4.91,51.09,510.3,251,2.03
1605,3,6.43,52.84,550.4,340,1.62
1606,4,5.04,71.16,770.0,359,2.14
1607,6,5.56,50.39,504.9,280,1.8
1608,1,4.21,69.86,686.5,294,2.34
1609,4,4.56,64.64,700.9,295,2.38
1610,4,3.9,69.45,773.5,271,2.85
1611,4,6.17,42.47,474.7,262,1.81
1612,6,4.99,63.08,693.8,315,2.2
1613,5,5.09,61.7,604.6,314,1.93
1614,2,3.78,76.98,729.5,291,2.51
1615,4,3.55,59.49,658.2,211,3.12
1616,5,5.16,60.51,636.7,312,2.04
1617,2,6.12,53.58,580.3,328,1.77
1618,6,5.49,59.91,576.9,329,1.75
1619,4,6.86,47.07,504.4,323,1.56
1620,3,4.71,64.33,588.7,303,1.94
1621,5,14.5,25.52,348.0,370,0.94
1622,3,4.99,61.13,576.1,305,1.89
1623,4,6.48,57.4,550.5,372,1.48
1624,4,5.63,66.05,591.1,372,1.59
1625,3,4.04,78.89,818.5,319,2.57
1626,5,4.77,59.55,528.4,284,1.86
1627,3,5.18,57.14,510.1,296,1.72
1628,2,6.91,41.52,432.8,287,1.51
1629,4,5.84,55.12,601.6,322,1.87
1630,3,6.02,65.13,571.9,392,1.46
1631,3,5.4,57.23,576.6,309,1.87
1632,5,5.96,56.89,562.9,339,1.66
1633,4,4.27,63.94,661.0,273,2.42
1634,3,5.51,60.94,623.9,336,1.86
1635,6,6.8,52.5,514.3,357,1.44
1636,3,4.34,66.12,699.2,287,2.44
1637,2,4.43,69.9,691.2,310,2.23
1638,5,4.57,52.53,516.4,240,2.15
1639,5,5.46,52.18,497.8,285,1.75
1640,5,4.59,64.88,611.6,298,2.05
1641,5,3.66,68.07,653.6,249,2.62
1642,5,9.27,34.84,430.4,323,1.33
1643,3,5.23,53.58,626.9,280,2.24
1644,5,4.6,56.26,528.6,259,2.04
1645,4,3.78,87.29,842.3,330,2.55
1646,3,5.15,77.3,667.2,398,1.68
1647,3,4.55,60.17,556.8,274,2.03
1648,5,5.13,64.27,690.2,330,2.09
1649,4,8.78,38.59,443.6,339,1.31
1650,6,4.05,72.03,602.8,292,2.06
1651,4,6.19,58.45,490.4,362,1.35
1652,5,4.37,71.9,630.7,314,2.01
1653,5,5.66,51.02,517.9,289,1.79
1654,3,7.38,37.38,404.8,276,1.47
1655,3,5.36,53.36,587.5,286,2.05
1656,3,6.84,53.24,629.6,364,1.73
1657,5,5.89,47.23,483.8,278,1.74
1658,2,4.97,57.09,582.2,284,2.05
1659,4,4.63,57.22,503.2,265,1.9
1660,3,3.9,67.98,587.9,265,2.22
1661,5,5.24,66.59,620.8,349,1.78
1662,5,5.67,52.07,537.2,295,1.82
1663,5,5.19,60.45,624.5,314,1.99
1664,5,4.78,61.03,593.7,292,2.03
1665,5,6.47,52.57,448.7,340,1.32
1666,5,3.64,63.75,698.7,232,3.01
1667,2,5.53,56.04,505.0,310,1.63
1668,4,5.89,54.69,543.9,322,1.69
1669,5,4.93,68.39,687.1,337,2.04
1670,4,5.1,51.76,585.0,264,2.22
1671,5,3.87,63.28,727.6,245,2.97
1672,4,4.39,60.4,558.7,265,2.11
1673,2,4.57,64.14,637.7,293,2.18
1674,2,3.88,73.25,702.9,284,2.48
1675,5,4.82,55.85,600.0,269,2.23
1676,1,6.5,46.48,471.2,302,1.56
1677,3,4.36,58.93,589.7,257,2.29
1678,4,5.52,58.85,656.2,325,2.02
1679,6,3.39,88.66,815.8,301,2.71
1680,5,5.55,60.36,571.8,335,1.71
1681,2,5.48,56.2,604.5,308,1.96
1682,7,4.34,51.61,546.0,224,2.44
1683,5,5.25,67.59,676.9,355,1.91
1684,5,7.69,39.81,408.3,306,1.33
1685,4,5.45,48.11,490.2,262,1.87
1686,4,3.08,72.82,724.5,224,3.23
1687,4,9.6,31.34,382.3,301,1.27
1688,3,8.32,38.95,445.0,324,1.37
1689,2,5.35,46.7,522.7,250,2.09
1690,4,5.45,68.94,666.6,376,1.77
1691,1,4.03,75.63,689.3,305,2.26
1692,4,4.27,74.99,724.7,320,2.26
1693,6,5.46,66.12,633.4,361,1.75
1694,4,5.52,52.76,600.0,291,2.06
1695,2,4.83,67.71,702.9,327,2.15
1696,4,4.8,63.97,582.4,307,1.9
1697,6,5.23,59.06,596.9,309,1.93
1698,5,4.51,63.19,663.4,285,2.33
1699,6,5.92,60.76,551.5,360,1.53
1700,4,4.61,58.17,535.8,268,2.0
1701,4,2.93,84.08,755.4,246,3.07
1702,1,5.1,52.7,584.8,269,2.17
1703,5,4.91,58.46,571.5,287,1.99
1704,5,3.67,76.34,650.8,280,2.32
1705,2,5.08,64.14,563.3,326,1.73
1706,5,5.41,71.92,672.7,389,1.73
1707,5,6.84,46.75,504.1,320,1.58
1708,2,5.54,58.7,553.6,325,1.7
1709,2,2.9,65.89,639.9,191,3.35
1710,3,4.54,63.02,679.2,286,2.37
1711,2,4.89,62.74,556.1,307,1.81
1712,5,5.31,58.02,563.2,308,1.83
1713,3,5.13,49.47,543.6,254,2.14
1714,3,4.47,56.77,553.0,254,2.18
1715,5,5.82,52.42,599.4,305,1.97
1716,4,4.54,55.71,552.1,253,2.18
1717,3,6.12,54.09,584.3,331,1.77
1718,6,4.14,74.46,726.6,308,2.36
1719,6,6.33,56.85,531.8,360,1.48
1720,7,6.31,53.91,549.5,340,1.62
1721,4,5.13,62.16,630.4,319,1.98
1722,5,8.57,40.13,461.3,344,1.34
1723,4,4.46,62.76,678.4,280,2.42
1724,5,5.78,38.74,404.5,224,1.81
1725,3,5.85,55.76,629.4,326,1.93
1726,5,6.5,52.58,555.3,342,1.62
1727,5,4.86,45.71,531.9,222,2.4
1728,5,4.42,57.02,596.1,252,2.37
1729,5,7.54,42.05,446.8,317,1.41
1730,6,5.51,54.59,623.7,301,2.07
1731,6,3.95,80.35,804.7,317,2.54
1732,7,5.91,54.96,612.0,325,1.88
1733,1,4.62,55.87,638.0,258,2.47
1734,3,4.61,65.68,687.0,303,2.27
1735,2,5.02,49.81,503.6,250,2.01
1736,2,4.51,76.64,690.4,346,2.0
1737,4,4.87,53.78,574.6,262,2.19
1738,5,3.95,65.1,723.6,257,2.82
1739,4,5.08,80.36,742.5,408,1.82
1740,3,6.09,56.45,481.0,344,1.4
1741,3,3.82,73.39,730.2,280,2.61
1742,7,7.18,38.85,502.2,279,1.8
1743,3,3.93,73.76,656.0,290,2.26
1744,3,4.2,75.54,744.5,317,2.35
1745,3,5.32,64.09,594.0,341,1.74
1746,7,5.39,63.06,649.9,340,1.91
1747,3,6.57,53.28,519.9,350,1.49
1748,2,5.59,67.77,717.1,379,1.89
1749,5,6.24,51.9,522.8,324,1.61
1750,4,6.28,47.27,551.7,297,1.86
1751,2,4.83,64.2,656.0,310,2.12
1752,4,4.98,53.59,561.8,267,2.1
1753,4,5.82,54.27,587.2,316,1.86
1754,5,5.19,63.45,601.4,329,1.83
1755,3,6.2,51.14,483.0,317,1.52
1756,5,7.34,44.41,404.1,326,1.24
1757,4,6.06,56.24,532.6,341,1.56
1758,3,4.54,68.28,693.6,310,2.24
1759,6,4.62,66.48,670.5,307,2.18
1760,1,4.53,68.83,706.9,312,2.27
1761,5,5.01,73.11,721.3,366,1.97
1762,7,5.22,55.8,538.6,291,1.85
1763,2,4.68,62.39,622.6,292,2.13
1764,4,3.48,76.08,746.2,265,2.82
1765,6,5.84,50.52,494.3,295,1.68
1766,4,5.36,53.72,505.3,288,1.75
1767,5,5.6,53.39,520.9,299,1.74
1768,3,6.66,50.47,532.7,336,1.59
1769,5,4.2,62.65,585.9,263,2.23
1770,3,5.63,59.5,640.6,335,1.91
1771,3,7.19,47.99,553.1,345,1.6
1772,2,5.35,52.11,486.1,279,1.74
1773,3,4.37,64.14,612.6,280,2.19
1774,4,4.07,70.33,700.8,286,2.45
1775,3,3.51,79.19,791.9,278,2.85
1776,2,5.57,62.14,642.1,346,1.86
1777,1,3.52,74.67,717.5,263,2.73
1778,2,5.61,47.21,524.5,265,1.98
1779,5,5.21,62.43,615.6,325,1.89
1780,5,5.19,58.61,609.1,304,2.0
1781,6,4.91,62.26,562.3,306,1.84
1782,4,3.93,59.99,536.6,236,2.27
1783,3,7.47,46.86,460.9,350,1.32
1784,5,4.87,59.36,614.8,289,2.13
1785,3,5.54,54.73,601.8,303,1.99
1786,5,5.9,54.96,603.5,324,1.86
1787,3,4.3,64.69,621.3,278,2.23
1788,3,5.55,57.3,587.3,318,1.85
1789,5,6.45,51.29,419.6,331,1.27
1790,5,5.63,61.99,616.6,349,1.77
1791,3,5.84,52.6,540.8,307,1.76
1792,5,6.13,51.26,571.7,314,1.82
1793,3,4.89,65.25,714.9,319,2.24
1794,4,3.66,79.97,725.0,293,2.47
1795,5,6.07,59.99,566.4,364,1.56
1796,6,6.4,49.09,505.2,314,1.61
1797,5,6.17,53.65,563.3,331,1.7
1798,3,4.17,68.65,678.3,286,2.37
1799,3,5.67,47.6,424.5,270,1.57
1800,3,4.43,71.85,701.1,318,2.2
1801,3,5.48,61.09,648.2,335,1.93
1802,4,4.45,70.74,594.1,315,1.89
1803,7,4.36,63.75,655.4,278,2.36
1804,4,5.72,59.96,621.4,343,1.81
1805,2,4.82,68.3,670.5,329,2.04
1806,5,5.0,63.42,566.1,317,1.79
1807,3,4.97,59.91,544.6,298,1.83
1808,4,4.15,70.33,671.5,292,2.3
1809,3,5.49,61.16,666.5,336,1.98
1810,5,5.63,66.92,674.4,377,1.79
1811,4,6.44,52.64,589.2,339,1.74
1812,2,4.39,73.84,618.0,324,1.91
1813,5,5.59,55.86,531.5,312,1.7
1814,5,6.53,60.79,541.2,397,1.36
1815,3,4.33,59.87,560.0,259,2.16
1816,1,5.59,61.13,560.7,342,1.64
1817,3,7.31,51.15,507.8,374,1.36
1818,5,6.8,56.01,628.9,381,1.65
1819,1,4.21,64.88,656.0,273,2.4
1820,3,6.15,48.1,539.7,296,1.82
1821,3,4.34,75.86,639.8,329,1.94
1822,3,5.7,52.31,516.4,298,1.73
1823,5,4.34,70.51,681.5,306,2.23
1824,3,4.74,64.13,625.3,304,2.06
1825,6,4.36,63.98,586.9,279,2.1
1826,3,6.25,58.11,560.2,363,1.54
1827,1,5.21,58.36,607.9,304,2.0
1828,5,4.6,53.04,512.6,244,2.1
1829,5,5.29,63.5,585.2,336,1.74
1830,4,4.12,71.58,551.5,295,1.87
1831,3,5.13,63.69,698.0,327,2.13
1832,2,5.88,61.56,561.0,362,1.55
1833,3,4.4,69.27,674.7,305,2.21
1834,3,5.19,66.65,683.7,346,1.98
1835,7,5.54,58.67,590.2,325,1.82
1836,4,5.1,62.3,602.4,318,1.89
1837,4,6.0,45.03,537.8,270,1.99
1838,3,6.22,61.28,578.8,381,1.52
1839,5,5.06,60.45,568.5,306,1.86
1840,1,5.49,59.42,548.4,326,1.68
1841,5,6.12,50.81,464.6,311,1.49
1842,1,3.45,76.84,717.4,265,2.71
1843,2,4.39,58.52,601.7,257,2.34
1844,5,5.25,56.33,599.4,296,2.03
1845,5,4.97,66.98,695.2,333,2.09
1846,4,5.55,55.49,525.8,308,1.71
1847,2,6.11,51.53,495.9,315,1.57
1848,5,6.53,49.96,513.8,326,1.58
1849,4,3.97,75.86,677.1,301,2.25
1850,5,6.31,61.15,619.4,386,1.6
1851,3,6.62,53.76,510.7,356,1.43
1852,3,6.71,53.47,566.2,359,1.58
1853,5,4.41,62.4,653.1,275,2.37
1854,5,5.28,61.89,644.2,327,1.97
1855,3,7.99,37.69,353.5,301,1.17
1856,2,4.13,63.74,622.6,263,2.37
1857,6,4.35,76.59,769.8,333,2.31
1858,5,4.17,72.34,633.4,302,2.1
1859,3,5.12,63.51,673.6,325,2.07
